id,name,sector,subsector,tags,confidence,why
82,"Ampersand Biomedicines",health,therapeutics,"",medium,"Addressed biologics are drug candidates developed in-house"
46,"Anello Photonics",compute,photonics,"",high,"Silicon-photonic optical gyroscope is photonics"
76,"Array Labs",aerospace,space,"",high,"Radar-imaging satellite constellation is a space system"
19,"Assort Health",health,digital_health,"",medium,"Voice-AI agents for healthcare operations is clinical workflow software"
94,"Cala Health",health,medtech_devices,"",high,"Wearable neuromodulation therapy is wearable therapeutics"
83,"Character Biosciences",health,therapeutics,"ai",high,"Develops AMD therapeutics using AI genetics"
66,"Chef Robotics",industrial,robotics,"",high,"Manufactures physical food assembly robots"
88,"Crystalys Therapeutics",health,therapeutics,"",high,"Develops urate-lowering therapeutic drugs"
45,"DreamBig Semiconductor",compute,semiconductors,"",high,"Designs chiplet platforms and SmartNIC DPUs"
49,"Eliyan",compute,semiconductors,"",high,"Develops chiplet interconnect PHY silicon IP"
36,"EnCharge AI",compute,semiconductors,"ai",high,"Develops analog in-memory AI accelerator chips"
23,"EvolutionaryScale",ai,ai_models,"health",high,"Develops biological foundation models for protein design"
3498,"Gilpin Health, Inc.",health,digital_health,"",low,"Sparse SEC filing with minimal business details"
84,"Iambic Therapeutics",health,therapeutics,"ai",high,"Discovers therapeutic drugs using generative AI"
75,"K2 Space",aerospace,space,"",high,"Manufactures mega-class satellite buses"
81,"Marea Therapeutics",health,therapeutics,"",high,"Develops cardiometabolic therapeutic drugs"
86,"Neomorph",health,therapeutics,"",high,"Develops molecular-glue degrader therapeutics"
110,"Picogrid",defence,defence_software,"",high,"Provides C2 software integration for defence systems"
54,"Point2 Technology",compute,semiconductors,"ai",high,"Develops RF interconnect chips for AI datacenters"
53,"Retym",compute,photonics,"ai",high,"Develops optical connectivity DSPs for datacenters"
