"company_name","investor_name","round","announced_date","source","as_of"
"Kioxia","Bain Capital","Acquired Unit - Fin","2017-09-20","CB Insights","2026-09-09"
"Kioxia","Seagate Technology","Acquired Unit - Fin","2017-09-20","CB Insights","2026-09-09"
"Kioxia","Kingston Technology","Acquired Unit - Fin","2017-09-20","CB Insights","2026-09-09"
"Kioxia","Toshiba","Spinoff / Spinout","","CB Insights","2026-09-09"
"Kioxia","Apple","Acquired Unit - Fin","2017-09-20","CB Insights","2026-09-09"
"Kioxia","Dell Technologies","Acquired Unit - Fin","2017-09-20","CB Insights","2026-09-09"
"Kioxia","HOYA","Acquired Unit - Fin","2017-09-20","CB Insights","2026-09-09"
"Kioxia","Sumitomo Mitsui Banking","Line of Credit","2019-05-31","CB Insights","2026-09-09"
"Kioxia","Sumitomo Mitsui Banking","Loan","2019-05-31","CB Insights","2026-09-09"
"Kioxia","SK hynix","Acquired Unit - Fin","2017-09-20","CB Insights","2026-09-09"
"Kioxia","Development Bank of Japan","Unattributed","2019-05-31","CB Insights","2026-09-09"
"Kioxia","CAA Sports","Acquired Unit - Fin","2017-09-20","CB Insights","2026-09-09"
"Kioxia","MUFG Bank","Line of Credit","2019-05-31","CB Insights","2026-09-09"
"Kioxia","MUFG Bank","Loan","2019-05-31","CB Insights","2026-09-09"
"Kioxia","Mizuho Financial Group","Line of Credit","2019-05-31","CB Insights","2026-09-09"
"Kioxia","Mizuho Financial Group","Loan","2019-05-31","CB Insights","2026-09-09"
"LG","BlackRock","PIPE","2018-05-15","CB Insights","2026-09-09"
"Lam Research","Mayfield","Other Investors","","CB Insights","2026-09-09"
"Lam Research","Matrix Partners","Other Investors","","CB Insights","2026-09-09"
"Lam Research","ATEL Growth Capital","Other Investors","","CB Insights","2026-09-09"
"Marvell","Lightspeed","Series C","1999-07-01","CB Insights","2026-09-09"
"Marvell","Tallwood Ventures","Series C","1999-07-01","CB Insights","2026-09-09"
"Marvell","NVIDIA","Corporate Minority - P2P","2026-03-31","CB Insights","2026-09-09"
"Marvell","Concord","Series A","1996-10-01","CB Insights","2026-09-09"
"Micron","Kleiner Perkins","Other Investors","","CB Insights","2026-09-09"
"Micron","Intel Capital","Corporate Minority - P2P","1998-10-15","CB Insights","2026-09-09"
"Micron","Intel Capital","Corporate Minority - P2P - II","2003-09-18","CB Insights","2026-09-09"
"Micron","Clean Energy Ventures","Other Investors","","CB Insights","2026-09-09"
"OVHcloud","JPMorganChase","Line of Credit","2017-06-29","CB Insights","2026-09-09"
"OVHcloud","TowerBrook Capital Partners","Private Equity","2016-10-11","CB Insights","2026-09-09"
"OVHcloud","KKR","Private Equity","2016-10-11","CB Insights","2026-09-09"
"OVHcloud","Techinnov","Other Investors","","CB Insights","2026-09-09"
"OVHcloud","Atlanpole Eco Innovation Factory","Other Investors","","CB Insights","2026-09-09"
"OVHcloud","Bitdefender Voyager Ventures","Other Investors","","CB Insights","2026-09-09"
"OVHcloud","Merge Startup Contest","Other Investors","","CB Insights","2026-09-09"
"PlusAI","Mayfield","Seed VC","2016-11-11","CB Insights","2026-09-09"
"PlusAI","Amazon","Option/Warrant","2021-06-21","CB Insights","2026-09-09"
"PlusAI","HongShan","Series A - II","2018-11-15","CB Insights","2026-09-09"
"PlusAI","HongShan","Series D - II","2021-03-31","CB Insights","2026-09-09"
"PlusAI","GSR Ventures","Seed VC","2016-11-11","CB Insights","2026-09-09"
"PlusAI","GSR Ventures","Seed VC - II","2017-01-01","CB Insights","2026-09-09"
"PlusAI","GSR Ventures","Series A","2018-11-15","CB Insights","2026-09-09"
"PlusAI","GSR Ventures","Series A - II","2018-11-15","CB Insights","2026-09-09"
"PlusAI","Quanta Computer","Series D - II","2021-03-31","CB Insights","2026-09-09"
"PlusAI","Millennium Technology Value Partners","Series D - II","2021-03-31","CB Insights","2026-09-09"
"PlusAI","TSVC","Seed VC","2016-11-11","CB Insights","2026-09-09"
"PlusAI","FountainVest Partners","Series D - II","2021-03-31","CB Insights","2026-09-09"
"PlusAI","ClearVue Partners","Series D - II","2021-03-31","CB Insights","2026-09-09"
"PlusAI","Lightspeed China Partners","Seed VC","2016-11-11","CB Insights","2026-09-09"
"PlusAI","China Growth Capital","Seed VC - II","2017-01-01","CB Insights","2026-09-09"
"PlusAI","China Growth Capital","Series A","2018-03-01","CB Insights","2026-09-09"
"PlusAI","SAIC Capital","Seed VC - II","2017-01-01","CB Insights","2026-09-09"
"PlusAI","SAIC Capital","Series D - II","2021-03-31","CB Insights","2026-09-09"
"PlusAI","Guotai Junan Securities","Series C","2020-11-23","CB Insights","2026-09-09"
"PlusAI","Guotai Junan Securities","Series D","2021-02-10","CB Insights","2026-09-09"
"PlusAI","Plug and Play","Incubator/Accelerator","","CB Insights","2026-09-09"
"PlusAI","CPE","Series D","2021-02-10","CB Insights","2026-09-09"
"PlusAI","Full Truck Alliance","Series A","2018-03-01","CB Insights","2026-09-09"
"PlusAI","Full Truck Alliance","Series A - II","2018-03-01","CB Insights","2026-09-09"
"PlusAI","Full Truck Alliance","Series C","2020-01-01","CB Insights","2026-09-09"
"PlusAI","Full Truck Alliance","Series D","2021-03-31","CB Insights","2026-09-09"
"PlusAI","Full Truck Alliance","Series D - II","2021-03-31","CB Insights","2026-09-09"
"PlusAI","Hedosophia","Series C","2020-11-23","CB Insights","2026-09-09"
"PlusAI","NVIDIA Inception Program","Other Investors","","CB Insights","2026-09-09"
"PlusAI","Wanxiang Investment","Series D","2021-02-10","CB Insights","2026-09-09"
"PlusAI","SAIC Motor Technologies Fund","Other Investors","","CB Insights","2026-09-09"
"PlusAI","Droi","Series D - II","2021-03-31","CB Insights","2026-09-09"
"PlusAI","TRATON Group","Debt","2026-01-26","CB Insights","2026-09-09"
"PlusAI","Paycheck Protection Program","Loan","2020-05-03","CB Insights","2026-09-09"
"PlusAI","MESH","Series C","2020-11-23","CB Insights","2026-09-09"
"PlusAI","Notable Capital","Series C","2020-11-23","CB Insights","2026-09-09"
"PlusAI","Churchill Capital Corp IX","Acq - Cancelled","2026-04-21","CB Insights","2026-09-09"
"PlusAI","Millennium New Horizons","Other Investors","","CB Insights","2026-09-09"
"PlusAI","East Asia Edtech 150","Other Investors","","CB Insights","2026-09-09"
"PlusAI","Informed Ventures","Other Investors","","CB Insights","2026-09-09"
"PlusAI","Texas Ventures Acquisition III","Acq - Pending","2026-09-03","CB Insights","2026-09-09"
"Pollen Robotics","Bpifrance","Seed","2023-06-26","CB Insights","2026-09-09"
"Pollen Robotics","Horizon 2020","Grant","2018-05-03","CB Insights","2026-09-09"
"Pollen Robotics","Hugging Face","Acquired","2025-04-14","CB Insights","2026-09-09"
"Pollen Robotics","Unitec","Other Investors","","CB Insights","2026-09-09"
"Prysmian","European Investment Bank","PIPE","2022-02-11","CB Insights","2026-09-09"
"QumulusAI","ATP Fund","Other Investors","2026-04-10","CB Insights","2026-09-09"
"QumulusAI","ATW Partners","Convertible Note","2026-01-01","CB Insights","2026-09-09"
"QumulusAI","ATW Partners","Convertible Note - II","2026-01-01","CB Insights","2026-09-09"
"QumulusAI","Avataar Venture Partners","Unattributed VC","2026-04-10","CB Insights","2026-09-09"
"QumulusAI","Vincerx Pharma","Acq - Cancelled","2025-04-08","CB Insights","2026-09-09"
"Raytheon","RTX","Merger","2020-04-03","CB Insights","2026-09-09"
"Revolution Medicines","GV","Other Investors","","CB Insights","2026-09-09"
"Revolution Medicines","Vivo Capital","Series C","2019-07-09","CB Insights","2026-09-09"
"Revolution Medicines","Research Park at the University of Illinois","Other Investors","","CB Insights","2026-09-09"
"Revolution Medicines","The Column Group","Series A - II","2016-12-20","CB Insights","2026-09-09"
"Revolution Medicines","The Column Group","Series B","2018-01-01","CB Insights","2026-09-09"
"Revolution Medicines","The Column Group","Series C","2019-07-09","CB Insights","2026-09-09"
"Revolution Medicines","IllinoisVENTURES","Other Investors","","CB Insights","2026-09-09"
"Revolution Medicines","Deerfield","Series C","2019-07-09","CB Insights","2026-09-09"
"Revolution Medicines","Third Rock Ventures","Series A","2015-02-04","CB Insights","2026-09-09"
"Revolution Medicines","Third Rock Ventures","Series A - II","2016-01-01","CB Insights","2026-09-09"
"Revolution Medicines","Third Rock Ventures","Series B","2018-01-01","CB Insights","2026-09-09"
"Revolution Medicines","Third Rock Ventures","Series C","2019-07-09","CB Insights","2026-09-09"
"Revolution Medicines","Fidelity Investments","Series C","2019-07-09","CB Insights","2026-09-09"
"Revolution Medicines","Merck","Acq - Rumored","2026-01-09","CB Insights","2026-09-09"
"Revolution Medicines","BVF Partners","Series C","2019-07-09","CB Insights","2026-09-09"
"Revolution Medicines","Schroder Adveq","Series B","2018-04-24","CB Insights","2026-09-09"
"Revolution Medicines","Schroder Adveq","Series C","2019-07-09","CB Insights","2026-09-09"
"Revolution Medicines","Nextech Invest","Series B","2018-04-24","CB Insights","2026-09-09"
"Revolution Medicines","Nextech Invest","Series C","2019-07-09","CB Insights","2026-09-09"
"Revolution Medicines","Casdin Capital","Series B","2018-04-24","CB Insights","2026-09-09"
"Revolution Medicines","Casdin Capital","Series C","2019-07-09","CB Insights","2026-09-09"
"Revolution Medicines","Boxer Capital","Series C","2019-07-09","CB Insights","2026-09-09"
"Revolution Medicines","Cormorant Capital","Series C","2019-07-09","CB Insights","2026-09-09"
"Revolution Medicines","EnterpriseWorks","Other Investors","","CB Insights","2026-09-09"
"Rightcharge","Pario Ventures","Seed VC","2021-12-02","CB Insights","2026-09-09"
"Rightcharge","James Hind","Seed VC","2021-12-02","CB Insights","2026-09-09"
"Rightcharge","Link VC","Seed VC","2021-12-02","CB Insights","2026-09-09"
"Rightcharge","Mike Allen","Seed VC","2021-12-02","CB Insights","2026-09-09"
"Rightcharge","Stuart Dyble","Seed VC","2021-12-02","CB Insights","2026-09-09"
"Rightcharge","Julia Stent","Seed VC","2021-12-02","CB Insights","2026-09-09"
"Rightcharge","Purple Ventures","Seed VC - II","2025-01-01","CB Insights","2026-09-09"
"Rightcharge","Purple Ventures","Seed VC - III","2025-01-01","CB Insights","2026-09-09"
"Rightcharge","Purple Ventures","Seed VC - IV","2026-09-03","CB Insights","2026-09-09"
"Rightcharge","Unruly Capital","Seed VC - III","2025-10-23","CB Insights","2026-09-09"
"Rightcharge","Soulmates Ventures","Seed VC - III","2025-10-23","CB Insights","2026-09-09"
"Rightcharge","Soulmates Ventures","Seed VC - IV","2026-09-03","CB Insights","2026-09-09"
"Rightcharge","Team Ignite Ventures","Seed VC - II","2025-01-01","CB Insights","2026-09-09"
"Rightcharge","Grow London Global Programme","Other Investors","","CB Insights","2026-09-09"
"Rightcharge","BlackWood Ventures","Seed VC - III","2025-10-23","CB Insights","2026-09-09"
"Rightcharge","BlackWood Ventures","Seed VC - IV","2026-09-03","CB Insights","2026-09-09"
"Roche","SoftBank","PIPE - II","2021-08-04","CB Insights","2026-09-09"
"Roche","Scale AI","PIPE","2020-05-06","CB Insights","2026-09-09"
"SEON","Hearst","Series C","2025-09-16","CB Insights","2026-09-09"
"SEON","Creandum","Series A","2021-03-17","CB Insights","2026-09-09"
"SEON","Creandum","Series B","2022-01-01","CB Insights","2026-09-09"
"SEON","Creandum","Series C","2025-09-16","CB Insights","2026-09-09"
"SEON","Plug and Play Ventures","Series B","2022-04-19","CB Insights","2026-09-09"
"SEON","Institutional Venture Partners","Series B","2022-04-19","CB Insights","2026-09-09"
"SEON","Institutional Venture Partners","Series C","2025-09-16","CB Insights","2026-09-09"
"SEON","PortfoLion","Seed VC","2018-02-15","CB Insights","2026-09-09"
"SEON","PortfoLion","Series A","2021-01-01","CB Insights","2026-09-09"
"SEON","PortfoLion","Series B","2022-04-19","CB Insights","2026-09-09"
"SEON","Firebolt Ventures","Series C","2025-09-16","CB Insights","2026-09-09"
"SEON","Fiedler Capital","Seed VC","2018-02-15","CB Insights","2026-09-09"
"SEON","Plug and Play","Incubator/Accelerator","","CB Insights","2026-09-09"
"SEON","AME Ventures","Series B","2022-04-19","CB Insights","2026-09-09"
"SEON","Charlie Delingpole","Series A","2021-03-17","CB Insights","2026-09-09"
"SEON","Jan Deepen","Series A","2021-03-17","CB Insights","2026-09-09"
"SEON","Maximilian Tayenthal","Series A","2021-03-17","CB Insights","2026-09-09"
"SEON","Daniel Dines","Series B","2022-04-19","CB Insights","2026-09-09"
"SEON","Eamon Jubbawy","Series A","2021-03-17","CB Insights","2026-09-09"
"SEON","Leo Nilsson","Series A","2021-03-17","CB Insights","2026-09-09"
"SEON","Stefan Jeschonnek","Series A","2021-03-17","CB Insights","2026-09-09"
"SEON","Sixth Street Growth","Series C","2025-09-16","CB Insights","2026-09-09"
"SEON","Laurence Krieger","Series A","2021-03-17","CB Insights","2026-09-09"
"SEON","Emilie Choi","Series B","2022-04-19","CB Insights","2026-09-09"
"SEON","Peter O'Higgins","Series A","2021-03-17","CB Insights","2026-09-09"
"SEON","Valentin Stalf","Series A","2021-03-17","CB Insights","2026-09-09"
"SEON","Crew Capital","Series B","2022-04-19","CB Insights","2026-09-09"
"SEON","AWS ISV Accelerate Program","Incubator/Accelerator - II","2024-02-05","CB Insights","2026-09-09"
"SK Telecom","SK","Corporate Minority - P2P","1994-07-01","CB Insights","2026-09-09"
"SK Telecom","Kakao","Corporate Minority - P2P - II","2019-10-28","CB Insights","2026-09-09"
"SK hynix","SK Telecom","Corporate Minority - P2P","2011-11-14","CB Insights","2026-09-09"
"Sharon AI","Digital Alpha Advisors","PIPE","2026-01-19","CB Insights","2026-09-09"
"Sharon AI","Roth CH Acquisition Co","Reverse Merger","2025-12-19","CB Insights","2026-09-09"
"Sivers Semiconductors","Storebrand","Corporate Minority - P2P","2026-04-16","CB Insights","2026-09-09"
"Sivers Semiconductors","DNB Asset Management","PIPE","2026-04-16","CB Insights","2026-09-09"
"Solvay","Applied Materials","Other Investors","","CB Insights","2026-09-09"
"Solvay","Nordea Luxembourg","PIPE","2022-05-10","CB Insights","2026-09-09"
"Solvay","Groundbreakers Accelerator","Other Investors","","CB Insights","2026-09-09"
"Symmatrics","Eagle Venture Fund","Other Investors","","CB Insights","2026-09-09"
