"company_name","investor_name","round","announced_date","source","as_of"
"Ethena","MEXC Ventures","Series A - IV","2025-01-01","CB Insights","2026-09-09"
"Ethena","Bodhi Ventures","Other Investors","","CB Insights","2026-09-09"
"Ethena","Faction","Other Investors","","CB Insights","2026-09-09"
"Ethena","Maelstrom","Seed VC - II","2024-02-16","CB Insights","2026-09-09"
"Ethena","ArkStream Capital","Series A - III","2025-09-05","CB Insights","2026-09-09"
"HowToRobot","Humanoid Global Holdings","Series A","2025-11-04","CB Insights","2026-09-09"
"HowToRobot","Holman","Series A","2025-11-04","CB Insights","2026-09-09"
"HowToRobot","Sagitta Ventures","Seed","2024-04-18","CB Insights","2026-09-09"
"INLEAP Photonics","HTGF","Pre-Seed","2026-01-01","CB Insights","2026-09-09"
"INLEAP Photonics","HTGF","Seed VC","2026-01-01","CB Insights","2026-09-09"
"INLEAP Photonics","UVC Partners","Seed VC","2026-09-01","CB Insights","2026-09-09"
"INLEAP Photonics","Scale Capital","Seed VC","2026-09-01","CB Insights","2026-09-09"
"INLEAP Photonics","Balnord","Seed VC","2026-09-01","CB Insights","2026-09-09"
"INLEAP Photonics","Hannover Bteiligungsfonds","Other Investors","","CB Insights","2026-09-09"
"INLEAP Photonics","Laser Zentrum Hannover","Spinoff / Spinout","2023-01-01","CB Insights","2026-09-09"
"INLEAP Photonics","Digital Innovations Start-up Competition","Biz Plan Competition","2024-04-23","CB Insights","2026-09-09"
"INLEAP Photonics","VENTIS CAPITAL","Pre-Seed","2026-02-11","CB Insights","2026-09-09"
"INLEAP Photonics","Sentris Capital","Seed VC","2026-09-01","CB Insights","2026-09-09"
"Lenovo","General Atlantic","PIPE","2005-03-31","CB Insights","2026-09-09"
"Lenovo","TPG","PIPE","2005-03-31","CB Insights","2026-09-09"
"Lenovo","TPG Newbridge","PIPE","2005-03-31","CB Insights","2026-09-09"
"Letara","Mitsubishi UFJ Capital","Seed VC - III","2024-01-01","CB Insights","2026-09-09"
"Letara","Mitsubishi UFJ Capital","Seed VC - VI","2026-01-01","CB Insights","2026-09-09"
"Letara","Headline","Seed VC - VI","2026-08-20","CB Insights","2026-09-09"
"Letara","SBI Investment","Seed VC","2023-02-28","CB Insights","2026-09-09"
"Letara","Hokkaido Venture Capital","Seed VC","2023-02-28","CB Insights","2026-09-09"
"Letara","Sumitomo Mitsui Banking","Debt","2024-01-01","CB Insights","2026-09-09"
"Letara","Sumitomo Mitsui Banking","Loan","2025-01-01","CB Insights","2026-09-09"
"Letara","Mitsui Sumitomo Insurance Venture Capital","Seed VC - VI","2026-08-20","CB Insights","2026-09-09"
"Letara","Incubate Fund","Convertible Note","2024-01-01","CB Insights","2026-09-09"
"Letara","Incubate Fund","Seed VC - III","2024-01-01","CB Insights","2026-09-09"
"Letara","Incubate Fund","Seed VC - V","2025-01-01","CB Insights","2026-09-09"
"Letara","Incubate Fund","Seed VC - VI","2026-01-01","CB Insights","2026-09-09"
"Letara","SMBC Venture Capital","Seed VC - IV","2025-01-01","CB Insights","2026-09-09"
"Letara","SMBC Venture Capital","Seed VC - VI","2026-01-01","CB Insights","2026-09-09"
"Letara","Japan Science and Technology Agency","Convertible Note","2024-01-01","CB Insights","2026-09-09"
"Letara","Japan Science and Technology Agency","Seed VC - IV","2025-01-01","CB Insights","2026-09-09"
"Letara","All Nippon Airways Trading","Seed VC - IV","2025-01-01","CB Insights","2026-09-09"
"Letara","All Nippon Airways Trading","Seed VC - V","2025-01-01","CB Insights","2026-09-09"
"Letara","North Pacific Bank","Seed VC - III","2024-11-29","CB Insights","2026-09-09"
"Letara","Gogin Capital","Seed VC - VI","2026-08-20","CB Insights","2026-09-09"
"Letara","Kushiro Manufacturing","Seed VC - III","2024-11-29","CB Insights","2026-09-09"
"Letara","Toyoda Gosei","Seed VC - II","2024-01-01","CB Insights","2026-09-09"
"Letara","Toyoda Gosei","Convertible Note","2024-01-01","CB Insights","2026-09-09"
"Letara","Toyoda Gosei","Seed VC - IV","2025-01-01","CB Insights","2026-09-09"
"Letara","Toyoda Gosei","Seed VC - VI","2026-01-01","CB Insights","2026-09-09"
"Letara","Aozora Corporate Investment","Convertible Note - II","2025-01-01","CB Insights","2026-09-09"
"Letara","Aozora Corporate Investment","Seed VC - VI","2026-01-01","CB Insights","2026-09-09"
"Letara","JIC Venture Growth Investments","Seed VC - VI","2026-08-20","CB Insights","2026-09-09"
"Letara","Mint","Seed VC - VI","2026-08-20","CB Insights","2026-09-09"
"Letara","Big Impact","Seed VC","2023-01-01","CB Insights","2026-09-09"
"Letara","Big Impact","Seed VC - VI","2026-01-01","CB Insights","2026-09-09"
"Letara","1stRound","Incubator/Accelerator","2022-10-13","CB Insights","2026-09-09"
"Letara","NES","Seed VC","2023-02-28","CB Insights","2026-09-09"
"Letara","Uematsu Electric","Seed VC","2023-02-28","CB Insights","2026-09-09"
"Letara","Ministry of Economy Trade and Industry","Grant","2023-07-25","CB Insights","2026-09-09"
"Letara","NES Investment","Convertible Note","2024-01-01","CB Insights","2026-09-09"
"Letara","NES Investment","Seed VC - VI","2026-01-01","CB Insights","2026-09-09"
"Letara","Hokkaido University","Spinoff / Spinout","2020-01-01","CB Insights","2026-09-09"
"Letara","Deep Tech Startup Support Program","Grant - II","2023-09-15","CB Insights","2026-09-09"
"Letara","Frontier Innovations","Seed VC - V","2025-01-01","CB Insights","2026-09-09"
"Letara","Frontier Innovations","Seed VC - VI","2026-01-01","CB Insights","2026-09-09"
"Letara","STARTUP HOKKAIDO Green Acceleration Program","Other Investors","","CB Insights","2026-09-09"
"Letara","SusHi Tech Global Startups","Other Investors","","CB Insights","2026-09-09"
"Metriport","Matrix Partners","Series A","2026-08-27","CB Insights","2026-09-09"
"Metriport","Y Combinator","Convertible Note","2022-01-01","CB Insights","2026-09-09"
"Metriport","Y Combinator","Convertible Note - II","2022-01-01","CB Insights","2026-09-09"
"Metriport","Y Combinator","Series A","2026-01-01","CB Insights","2026-09-09"
"Metriport","Artis Ventures","Series A","2026-08-27","CB Insights","2026-09-09"
"Metriport","Zillionize Angel","Convertible Note - II","2022-12-21","CB Insights","2026-09-09"
"Metriport","Nueterra Capital","Convertible Note - II","2022-12-21","CB Insights","2026-09-09"
"Metriport","VentureSouq","Convertible Note - II","2022-12-21","CB Insights","2026-09-09"
"Metriport","MyAsiaVC","Convertible Note - II","2022-12-21","CB Insights","2026-09-09"
"Metriport","Leonis Investissement","Convertible Note - II","2022-12-21","CB Insights","2026-09-09"
"Metriport","Triple Impact Capital","Convertible Note - II","2022-12-21","CB Insights","2026-09-09"
"Metriport","Sandhill Markets","Convertible Note - II","2022-12-21","CB Insights","2026-09-09"
"Metriport","Greyhill Ventures","Other Investors","","CB Insights","2026-09-09"
"Metriport","Dupe Ventures","Other Investors","","CB Insights","2026-09-09"
"NextSilicon","Viola Ventures","Other Investors","","CB Insights","2026-09-09"
"NextSilicon","Liberty Venture Partners","Series B","2021-06-14","CB Insights","2026-09-09"
"NextSilicon","Amiti Ventures","Seed VC","2017-01-01","CB Insights","2026-09-09"
"NextSilicon","Amiti Ventures","Series B","2021-01-01","CB Insights","2026-09-09"
"NextSilicon","Aleph","Series B","2021-06-14","CB Insights","2026-09-09"
"NextSilicon","Playground Global","Series A","2019-01-01","CB Insights","2026-09-09"
"NextSilicon","Playground Global","Series B","2021-01-01","CB Insights","2026-09-09"
"NextSilicon","Heroic Ventures","Seed VC","2017-12-01","CB Insights","2026-09-09"
"NextSilicon","Third Point Ventures","Series B","2021-06-14","CB Insights","2026-09-09"
"NextSilicon","Liberty Israel Venture Fund","Seed VC","2017-12-01","CB Insights","2026-09-09"
"NextSilicon","Charles and Lynn Schusterman Family Foundation","Series B","2021-06-14","CB Insights","2026-09-09"
"NextSilicon","TechAviv","Other Investors","","CB Insights","2026-09-09"
"NextSilicon","Yuval Ariav","Seed VC","2017-01-01","CB Insights","2026-09-09"
"NextSilicon","Yuval Ariav","Series B","2021-01-01","CB Insights","2026-09-09"
"NextSilicon","Symbol","Other Investors","","CB Insights","2026-09-09"
"NextSilicon","General Innovation Capital","Other Investors","","CB Insights","2026-09-09"
"Phonely","Y Combinator","Seed","2024-01-01","CB Insights","2026-09-09"
"Phonely","Y Combinator","Series A","2026-01-01","CB Insights","2026-09-09"
"Phonely","University of Melbourne","Spinoff / Spinout","2023-01-01","CB Insights","2026-09-09"
"Phonely","Base10 Partners","Series A","2026-03-27","CB Insights","2026-09-09"
"Phonely","Pioneer Fund","Seed VC","2024-09-20","CB Insights","2026-09-09"
"Phonely","Transpose Platform","Seed VC","2024-09-20","CB Insights","2026-09-09"
"Phonely","Alpine Venture Capital","Other Investors","","CB Insights","2026-09-09"
"Phonely","Team Ignite Ventures","Seed VC","2024-09-20","CB Insights","2026-09-09"
"Phonely","CoreNest","Seed VC","2024-09-20","CB Insights","2026-09-09"
"Phonely","Etech","Series A","2026-03-27","CB Insights","2026-09-09"
"Phonely","Nivesha Ventures","Other Investors","","CB Insights","2026-09-09"
"Phonely","Phosphor Capital","Other Investors","","CB Insights","2026-09-09"
"Phonely","EngageCX","Series A","2026-03-27","CB Insights","2026-09-09"
"Phonely","TSA Telco Group","Series A","2026-03-27","CB Insights","2026-09-09"
"Realbotix","First Block Capital","Seed VC","2021-01-06","CB Insights","2026-09-09"
"Realbotix","Hive Digital Technologies","Seed VC","2021-01-06","CB Insights","2026-09-09"
"Realbotix","Bitbuy","Seed VC","2021-01-06","CB Insights","2026-09-09"
"Realbotix","Matthew Roszak","Seed VC","2021-01-06","CB Insights","2026-09-09"
"Realbotix","Olaf Carlson-Wee","Seed VC","2021-01-06","CB Insights","2026-09-09"
"Ultrahuman","Elevation Capital","Series B","2024-03-20","CB Insights","2026-09-09"
"Ultrahuman","Nexus Venture Partners","Series A","2021-01-01","CB Insights","2026-09-09"
"Ultrahuman","Nexus Venture Partners","Series A - II","2021-01-01","CB Insights","2026-09-09"
"Ultrahuman","Nexus Venture Partners","Unattributed VC","2023-01-01","CB Insights","2026-09-09"
"Ultrahuman","Nexus Venture Partners","Series B","2024-01-01","CB Insights","2026-09-09"
"Ultrahuman","Nexus Venture Partners","Series C - II","2026-01-01","CB Insights","2026-09-09"
"Ultrahuman","Labcorp","Series C - II","2026-07-15","CB Insights","2026-09-09"
"Ultrahuman","Qualcomm Ventures","Series C - II","2026-07-15","CB Insights","2026-09-09"
"Ultrahuman","Blume Ventures","Series A","2021-01-01","CB Insights","2026-09-09"
"Ultrahuman","Blume Ventures","Series A - II","2021-01-01","CB Insights","2026-09-09"
"Ultrahuman","Blume Ventures","Unattributed VC","2023-01-01","CB Insights","2026-09-09"
"Ultrahuman","Blume Ventures","Series B","2024-01-01","CB Insights","2026-09-09"
"Ultrahuman","Blume Ventures","Series C - II","2026-01-01","CB Insights","2026-09-09"
"Ultrahuman","Balaji Srinivasan","Angel","2022-05-12","CB Insights","2026-09-09"
"Ultrahuman","Steadview Capital","Series A - II","2021-01-01","CB Insights","2026-09-09"
"Ultrahuman","Steadview Capital","Unattributed VC","2023-01-01","CB Insights","2026-09-09"
"Ultrahuman","Steadview Capital","Series B","2024-01-01","CB Insights","2026-09-09"
"Ultrahuman","Alpha Wave Global","Series A - II","2021-01-01","CB Insights","2026-09-09"
"Ultrahuman","Alpha Wave Global","Series C - II","2026-01-01","CB Insights","2026-09-09"
"Ultrahuman","Deepinder Goyal","Series A - II","2021-01-01","CB Insights","2026-09-09"
"Ultrahuman","Deepinder Goyal","Unattributed VC","2023-01-01","CB Insights","2026-09-09"
"Ultrahuman","Deepinder Goyal","Series B","2024-01-01","CB Insights","2026-09-09"
"Ultrahuman","Gaurav Munjal","Series A - II","2021-08-04","CB Insights","2026-09-09"
"Ultrahuman","Rainmatter","Series B","2024-03-20","CB Insights","2026-09-09"
"Ultrahuman","Kunal Shah","Series A - II","2021-08-04","CB Insights","2026-09-09"
"Ultrahuman","Sujeet Kumar","Series A - II","2021-08-04","CB Insights","2026-09-09"
"Ultrahuman","Medicxi Ventures","Series B","2024-03-20","CB Insights","2026-09-09"
"Ultrahuman","Icebreaker","Series B","2024-03-20","CB Insights","2026-09-09"
"Ultrahuman","Utsav Somani","Series A - II","2021-08-04","CB Insights","2026-09-09"
"Ultrahuman","Alteria Capital","Debt - II","2025-01-01","CB Insights","2026-09-09"
"Ultrahuman","Alteria Capital","Series C - II","2026-01-01","CB Insights","2026-09-09"
"Ultrahuman","Nithin Kamath","Angel","2022-05-12","CB Insights","2026-09-09"
"Ultrahuman","Sandeep Singhal","Series A - II","2021-08-04","CB Insights","2026-09-09"
"Ultrahuman","Alpha Wave Investors","Series B","2024-03-20","CB Insights","2026-09-09"
"Ultrahuman","QED Innovation Labs","Series B","2024-03-20","CB Insights","2026-09-09"
"Ultrahuman","Neeraj Singh","Angel","2022-05-12","CB Insights","2026-09-09"
"Ultrahuman","Panthera Capital","Unattributed VC","2023-01-01","CB Insights","2026-09-09"
"Ultrahuman","Panthera Capital","Series B","2024-01-01","CB Insights","2026-09-09"
"Ultrahuman","Harshil Mathur","Angel","2022-05-12","CB Insights","2026-09-09"
"Ultrahuman","Tanmay Bhat","Angel","2022-05-12","CB Insights","2026-09-09"
"Ultrahuman","Ishan Bansal","Angel","2022-05-12","CB Insights","2026-09-09"
"Ultrahuman","Harsh Jain","Angel","2022-05-12","CB Insights","2026-09-09"
"Ultrahuman","Scott Shleifer","Series A - II","2021-08-04","CB Insights","2026-09-09"
"Ultrahuman","Lalit Keshre","Angel","2022-05-12","CB Insights","2026-09-09"
"Ultrahuman","MarsShot Ventures","Series B","2024-03-20","CB Insights","2026-09-09"
"Ultrahuman","Icebreaker","Other Investors","","CB Insights","2026-09-09"
"Ultrahuman","Shashank Mehta","Angel","2022-05-12","CB Insights","2026-09-09"
"Ultrahuman","AngelList","Series B","2024-03-20","CB Insights","2026-09-09"
"Ultrahuman","SAB Holdings","Series B","2024-03-20","CB Insights","2026-09-09"
"Ultrahuman","Akshay BD","Angel","2022-05-12","CB Insights","2026-09-09"
"Ultrahuman","Preethi Kasireddy","Angel","2022-05-12","CB Insights","2026-09-09"
"Ultrahuman","Playbook Partners","Series B","2024-03-20","CB Insights","2026-09-09"
"Ultrahuman","Avant Garde Ventures","Series B","2024-03-20","CB Insights","2026-09-09"
"Ultrahuman","Romain Saini","Series A - II","2021-08-04","CB Insights","2026-09-09"
"UniQure","Forbion","Series A","2012-01-01","CB Insights","2026-09-09"
"UniQure","Forbion","Convertible Note","2013-01-01","CB Insights","2026-09-09"
"UniQure","Forbion","Series B","2013-01-01","CB Insights","2026-09-09"
"UniQure","Gilde Healthcare","Convertible Note","2013-01-01","CB Insights","2026-09-09"
"UniQure","Gilde Healthcare","Series B","2013-01-01","CB Insights","2026-09-09"
"UniQure","Coller Capital","Convertible Note","2013-01-01","CB Insights","2026-09-09"
"UniQure","Coller Capital","Series B","2013-01-01","CB Insights","2026-09-09"
"UniQure","Eurostars Programme","Grant","2013-05-21","CB Insights","2026-09-09"
"UniQure","Advent Life Sciences","Unattributed VC","","CB Insights","2026-09-09"
"UniQure","Lupus Alpha","Convertible Note","2013-01-01","CB Insights","2026-09-09"
"UniQure","Lupus Alpha","Series B","2013-01-01","CB Insights","2026-09-09"
"UniQure","Chiesi Farmaceutici","Series B","2013-07-10","CB Insights","2026-09-09"
"World Labs","NEA","Series A","2024-01-01","CB Insights","2026-09-09"
"World Labs","NEA","Series A - II","2024-01-01","CB Insights","2026-09-09"
"World Labs","Intel Capital","Series A - II","2024-09-13","CB Insights","2026-09-09"
"World Labs","Ram Shriram","Series A - II","2024-09-13","CB Insights","2026-09-09"
"World Labs","Ron Conway","Series A - II","2024-09-13","CB Insights","2026-09-09"
"World Labs","Reid Hoffman","Series A - II","2024-09-13","CB Insights","2026-09-09"
"World Labs","Marc Benioff","Series A - II","2024-09-13","CB Insights","2026-09-09"
"World Labs","Adobe Ventures","Seed VC - II","2024-01-01","CB Insights","2026-09-09"
"World Labs","Adobe Ventures","Series A - II","2024-01-01","CB Insights","2026-09-09"
"World Labs","Andreessen Horowitz","Seed VC","2024-01-01","CB Insights","2026-09-09"
"World Labs","Andreessen Horowitz","Series A","2024-01-01","CB Insights","2026-09-09"
"World Labs","Andreessen Horowitz","Series A - II","2024-01-01","CB Insights","2026-09-09"
"World Labs","Andreessen Horowitz","Series C","2026-01-01","CB Insights","2026-09-09"
"World Labs","Temasek","Series B","2025-01-01","CB Insights","2026-09-09"
"World Labs","Temasek","Series C","2026-01-01","CB Insights","2026-09-09"
"World Labs","Autodesk","Series C","2026-02-18","CB Insights","2026-09-09"
"World Labs","Fidelity Investments","Series C","2026-02-18","CB Insights","2026-09-09"
"World Labs","NVIDIA","Series B","2025-01-01","CB Insights","2026-09-09"
"World Labs","NVIDIA","Series C","2026-01-01","CB Insights","2026-09-09"
"World Labs","Samsung Ventures","Series B","2025-01-01","CB Insights","2026-09-09"
"World Labs","Samsung Ventures","Series C","2026-01-01","CB Insights","2026-09-09"
"World Labs","AMD","Series C","2026-02-18","CB Insights","2026-09-09"
"World Labs","Advanced Digital Information","Series B","2025-01-01","CB Insights","2026-09-09"
"World Labs","Advanced Digital Information","Series C","2026-01-01","CB Insights","2026-09-09"
"World Labs","Ashton Kutcher","Series A - II","2024-09-13","CB Insights","2026-09-09"
"World Labs","Eric Schmidt","Series A - II","2024-09-13","CB Insights","2026-09-09"
"World Labs","Abu Dhabi Investment Council","Series C","2026-02-18","CB Insights","2026-09-09"
"World Labs","AMD Ventures","Series A - II","2024-09-13","CB Insights","2026-09-09"
"World Labs","Sea","Series C","2026-02-18","CB Insights","2026-09-09"
"World Labs","Cisco Investments","Series B","2025-01-01","CB Insights","2026-09-09"
"World Labs","Cisco Investments","Series C","2026-01-01","CB Insights","2026-09-09"
"World Labs","Emerson Collective","Series C","2026-02-18","CB Insights","2026-09-09"
"World Labs","Jeff Dean","Series A - II","2024-09-13","CB Insights","2026-09-09"
"World Labs","Salesforce Ventures","Series A - II","2024-09-13","CB Insights","2026-09-09"
"World Labs","Jim Breyer","Series A - II","2024-09-13","CB Insights","2026-09-09"
"World Labs","Alpha Square Group","Other Investors","","CB Insights","2026-09-09"
"World Labs","Susan Wojcicki","Series A - II","2024-09-13","CB Insights","2026-09-09"
"World Labs","Sanabil Investments","Series B","2025-01-01","CB Insights","2026-09-09"
"World Labs","Sanabil Investments","Series C","2026-01-01","CB Insights","2026-09-09"
"World Labs","Anne Wojciciki","Series A - II","2024-09-13","CB Insights","2026-09-09"
"World Labs","Radical Ventures","Seed VC","2024-01-01","CB Insights","2026-09-09"
"World Labs","Radical Ventures","Series A","2024-01-01","CB Insights","2026-09-09"
"World Labs","Radical Ventures","Series A - II","2024-01-01","CB Insights","2026-09-09"
"World Labs","Zoom","Series C","2026-02-18","CB Insights","2026-09-09"
"World Labs","Geoffrey Hinton","Series A - II","2024-09-13","CB Insights","2026-09-09"
"World Labs","Databricks Ventures","Series A - II","2024-09-13","CB Insights","2026-09-09"
"World Labs","Andrej Karpathy","Series A - II","2024-09-13","CB Insights","2026-09-09"
"World Labs","Play Time","Series C","2026-02-18","CB Insights","2026-09-09"
"World Labs","NVentures","Series A - II","2024-09-13","CB Insights","2026-09-09"
"World Labs","Shinrai Investments","Series A - II","2024-09-13","CB Insights","2026-09-09"
"World Labs","Valkyrie","Other Investors","","CB Insights","2026-09-09"
"York Space Systems","Central Texas Angel Network","Other Investors","","CB Insights","2026-09-09"
"York Space Systems","BlackRock","Acq - Fin","2022-10-04","CB Insights","2026-09-09"
"York Space Systems","AE Industrial Partners","Acq - Fin","2022-10-04","CB Insights","2026-09-09"
"York Space Systems","Paycheck Protection Program","Loan","2020-05-01","CB Insights","2026-09-09"
"York Space Systems","Morgan Brook Capital","Other Investors","","CB Insights","2026-09-09"
"York Space Systems","Republic Capital","Other Investors","","CB Insights","2026-09-09"
"eComID","Balderton Capital","Pre-Seed","2024-03-04","CB Insights","2026-09-09"
"eComID","Atomico","Pre-Seed","2024-03-04","CB Insights","2026-09-09"
"eComID","Sebastian Knutsson","Seed VC","2026-08-25","CB Insights","2026-09-09"
"eComID","H&M Group Ventures","Pre-Seed","2024-01-01","CB Insights","2026-09-09"
"eComID","H&M Group Ventures","Seed VC","2026-01-01","CB Insights","2026-09-09"
"eComID","Bo Eklof","Seed VC","2026-08-25","CB Insights","2026-09-09"
"eComID","Alan Mamedi","Seed VC","2026-08-25","CB Insights","2026-09-09"
"eComID","CapitalT","Pre-Seed","2024-03-04","CB Insights","2026-09-09"
"eComID","Maria Raga","Seed VC","2026-08-25","CB Insights","2026-09-09"
"eComID","Regeneration.VC","Seed VC","2026-08-25","CB Insights","2026-09-09"
"eComID","Course Corrected","Seed VC","2026-08-25","CB Insights","2026-09-09"
"eComID","Systemiq Capital","Seed VC","2026-08-25","CB Insights","2026-09-09"
"eComID","Paul Polman","Seed VC","2026-08-25","CB Insights","2026-09-09"
"eComID","Madeleine Persson","Pre-Seed","2024-01-01","CB Insights","2026-09-09"
"eComID","Madeleine Persson","Seed VC","2026-01-01","CB Insights","2026-09-09"
"eComID","Anaheta Berenberg-Consbruch","Pre-Seed","2024-01-01","CB Insights","2026-09-09"
"eComID","Anaheta Berenberg-Consbruch","Seed VC","2026-01-01","CB Insights","2026-09-09"
"eComID","Capitalt","Seed VC","2026-08-25","CB Insights","2026-09-09"
"eComID","Helena Helmersson","Angel","2026-02-26","CB Insights","2026-09-09"
"eComID","Circular Fashion Fund","Grant","2026-05-29","CB Insights","2026-09-09"
"eComID","Henrik Nordvall","Seed VC","2026-08-25","CB Insights","2026-09-09"
"eComID","August Erséus","Seed VC","2026-08-25","CB Insights","2026-09-09"
"eComID","Alexandra Sack","Seed VC","2026-08-25","CB Insights","2026-09-09"
"eComID","Gustav Gisseldahl","Seed VC","2026-08-25","CB Insights","2026-09-09"
"eComID","Filip Ekvall","Seed VC","2026-08-25","CB Insights","2026-09-09"
"eComID","Lucas Otterling","Seed VC","2026-08-25","CB Insights","2026-09-09"
"eComID","Stadium","Seed VC","2026-08-25","CB Insights","2026-09-09"
"Collaborative Robotics","Sequoia Capital","Series A","2023-01-01","CB Insights","2026-09-09"
"Collaborative Robotics","Sequoia Capital","Series B","2024-01-01","CB Insights","2026-09-09"
"Collaborative Robotics","Khosla Ventures","Seed VC","2022-01-01","CB Insights","2026-09-09"
"Collaborative Robotics","Khosla Ventures","Series A","2023-01-01","CB Insights","2026-09-09"
"Collaborative Robotics","Khosla Ventures","Series B","2024-01-01","CB Insights","2026-09-09"
"Collaborative Robotics","Industry Ventures","Series B","2024-04-10","CB Insights","2026-09-09"
"Collaborative Robotics","Lux Capital","Series B","2024-04-10","CB Insights","2026-09-09"
"Collaborative Robotics","General Catalyst","Series B","2024-04-10","CB Insights","2026-09-09"
"Collaborative Robotics","Mayo Clinic","Series A","2023-01-01","CB Insights","2026-09-09"
"Collaborative Robotics","Mayo Clinic","Series B","2024-01-01","CB Insights","2026-09-09"
