company_name,investor_name,round,announced_date,source,as_of
"BitGo","Jeff Skoll","Series A","2014-06-16","CB Insights","2026-09-09"
"BitGo","Liberty City Ventures","Series A","2014-06-16","CB Insights","2026-09-09"
"BitGo","Jump Capital","Other Investors","","CB Insights","2026-09-09"
"BitGo","Mercury Fund","Other Investors","","CB Insights","2026-09-09"
"BitGo","Bitcoin Opportunity Corp.","Series A","2014-06-16","CB Insights","2026-09-09"
"BitGo","Blockchain Capital","Series A","2014-06-16","CB Insights","2026-09-09"
"BitGo","BitFury Capital","Series A - II","2014-09-04","CB Insights","2026-09-09"
"BitGo","DRW Trading Group","Series B","2017-12-11","CB Insights","2026-09-09"
"BitGo","Digital Currency Group","Series A","2014-06-16","CB Insights","2026-09-09"
"BitGo","Widus Partners","Other Investors","","CB Insights","2026-09-09"
"BitGo","Galaxy","Series B - II","2018-01-01","CB Insights","2026-09-09"
"BitGo","Galaxy","Acq - Cancelled","2022-01-01","CB Insights","2026-09-09"
"BitGo","Craft Ventures","Series B","2017-01-01","CB Insights","2026-09-09"
"BitGo","Craft Ventures","Series B - II","2018-01-01","CB Insights","2026-09-09"
"BitGo","DRW Venture Capital","Series B - II","2018-10-25","CB Insights","2026-09-09"
"BitGo","Brassica Ventures","Other Investors","","CB Insights","2026-09-09"
"Braintrust","Bessemer Venture Partners","Other Investors","","CB Insights","2026-09-09"
"Braintrust","Greylock Partners","Series B","2026-02-17","CB Insights","2026-09-09"
"Braintrust","Redpoint Ventures","Other Investors","","CB Insights","2026-09-09"
"Braintrust","SV Angel","Seed VC","2023-11-01","CB Insights","2026-09-09"
"Braintrust","Andreessen Horowitz","Series A","2024-01-01","CB Insights","2026-09-09"
"Braintrust","Andreessen Horowitz","Series B","2026-01-01","CB Insights","2026-09-09"
"Braintrust","Vipul Ved Prakash","Seed VC","2023-11-01","CB Insights","2026-09-09"
"Braintrust","Elad Gil","Seed VC","2023-01-01","CB Insights","2026-09-09"
"Braintrust","Elad Gil","Series B","2026-01-01","CB Insights","2026-09-09"
"Braintrust","ICONIQ Capital","Series B","2026-02-17","CB Insights","2026-09-09"
"Braintrust","Jack Altman","Seed VC","2023-11-01","CB Insights","2026-09-09"
"Braintrust","Qasar Younis","Seed VC","2023-11-01","CB Insights","2026-09-09"
"Braintrust","Datadog","Series A","2024-10-08","CB Insights","2026-09-09"
"Braintrust","Greg Brockman","Seed VC","2023-11-01","CB Insights","2026-09-09"
"Braintrust","Olivier Pomel","Seed VC","2023-11-01","CB Insights","2026-09-09"
"Braintrust","J12","Other Investors","","CB Insights","2026-09-09"
"Braintrust","Guillermo Rauch","Seed VC","2023-11-01","CB Insights","2026-09-09"
"Braintrust","Howie Liu","Seed VC","2023-11-01","CB Insights","2026-09-09"
"Braintrust","Simon Last","Seed VC","2023-11-01","CB Insights","2026-09-09"
"Braintrust","basecase capital","Seed VC","2023-01-01","CB Insights","2026-09-09"
"Braintrust","basecase capital","Series B","2026-01-01","CB Insights","2026-09-09"
"Braintrust","Databricks Ventures","Series A","2024-10-08","CB Insights","2026-09-09"
"Braintrust","Clement Delangue","Seed VC","2023-11-01","CB Insights","2026-09-09"
"Braintrust","Bryan Helmig","Seed VC","2023-11-01","CB Insights","2026-09-09"
"Braintrust","Vercel AI Accelerator","Other Investors","","CB Insights","2026-09-09"
"Braintrust","Saam Motamedi","Angel","2023-12-13","CB Insights","2026-09-09"
"Braintrust","BOX GROUP","Seed VC","2023-11-01","CB Insights","2026-09-09"
"Braintrust","a16z Bio Health","Other Investors","","CB Insights","2026-09-09"
"Braintrust","Tuhin Srivastava","Seed VC","2023-11-01","CB Insights","2026-09-09"
"Braintrust","Gautum Kedia","Seed VC","2023-11-01","CB Insights","2026-09-09"
"Braintrust","Greylock Edge Programme","Other Investors","","CB Insights","2026-09-09"
"Braintrust","A16Z GAMES","Other Investors","","CB Insights","2026-09-09"
"Cloudflare","NEA","Series B","2011-01-01","CB Insights","2026-09-09"
"Cloudflare","NEA","Series C","2012-01-01","CB Insights","2026-09-09"
"Cloudflare","NEA","Series D","2015-01-01","CB Insights","2026-09-09"
"Cloudflare","Bessemer Venture Partners","Other Investors","","CB Insights","2026-09-09"
"Cloudflare","Union Square Ventures","Series C","2012-01-01","CB Insights","2026-09-09"
"Cloudflare","Union Square Ventures","Series D","2015-01-01","CB Insights","2026-09-09"
"Cloudflare","Venrock","Series A","2009-01-01","CB Insights","2026-09-09"
"Cloudflare","Venrock","Series B","2011-01-01","CB Insights","2026-09-09"
"Cloudflare","Venrock","Series C","2012-01-01","CB Insights","2026-09-09"
"Cloudflare","Venrock","Series D","2015-01-01","CB Insights","2026-09-09"
"Cloudflare","Fidelity Investments","Series D","2015-09-22","CB Insights","2026-09-09"
"Cloudflare","Qualcomm Ventures","Series D","2015-09-22","CB Insights","2026-09-09"
"Cloudflare","Greenspring Associates","Series C","2012-01-01","CB Insights","2026-09-09"
"Cloudflare","Greenspring Associates","Series D","2015-01-01","CB Insights","2026-09-09"
"Cloudflare","Pelion Venture Partners","Series A","2009-01-01","CB Insights","2026-09-09"
"Cloudflare","Pelion Venture Partners","Series B","2011-01-01","CB Insights","2026-09-09"
"Cloudflare","Pelion Venture Partners","Series C","2012-01-01","CB Insights","2026-09-09"
"Cloudflare","Pelion Venture Partners","Series D","2015-01-01","CB Insights","2026-09-09"
"Cloudflare","CapitalG","Series D","2015-09-22","CB Insights","2026-09-09"
"Cloudflare","M12","Series D","2015-09-22","CB Insights","2026-09-09"
"Cloudflare","ESO Fund","Secondary Market","2017-08-21","CB Insights","2026-09-09"
"Cloudflare","Baidu Ventures","Series D","2015-09-22","CB Insights","2026-09-09"
"Cloudflare","Harvard Business School New Venture Competition","Biz Plan Competition","2009-04-28","CB Insights","2026-09-09"
"Cloudflare","Franklin Venture Partners","Series E","2019-03-12","CB Insights","2026-09-09"
"CrowdStrike","Accel","Series B","2013-01-01","CB Insights","2026-09-09"
"CrowdStrike","Accel","Series C","2015-01-01","CB Insights","2026-09-09"
"CrowdStrike","Accel","Series D","2017-01-01","CB Insights","2026-09-09"
"CrowdStrike","Accel","Series E","2018-01-01","CB Insights","2026-09-09"
"CrowdStrike","Redpoint Ventures","Other Investors","","CB Insights","2026-09-09"
"CrowdStrike","Warburg Pincus","Series A","2012-01-01","CB Insights","2026-09-09"
"CrowdStrike","Warburg Pincus","Series B","2013-01-01","CB Insights","2026-09-09"
"CrowdStrike","Warburg Pincus","Series C","2015-01-01","CB Insights","2026-09-09"
"CrowdStrike","Warburg Pincus","Series D","2017-01-01","CB Insights","2026-09-09"
"CrowdStrike","General Atlantic","Series E","2018-06-19","CB Insights","2026-09-09"
"CrowdStrike","Institutional Venture Partners","Series E","2018-06-19","CB Insights","2026-09-09"
"CrowdStrike","Rackspace Technology","Series C","2015-07-13","CB Insights","2026-09-09"
"CrowdStrike","HSBC Emerging Technology, Innovation and Ventures","Series E","2018-06-19","CB Insights","2026-09-09"
"CrowdStrike","Amiti Ventures","Other Investors","","CB Insights","2026-09-09"
"CrowdStrike","Titanium Ventures","Series D","2017-05-17","CB Insights","2026-09-09"
"CrowdStrike","ICONIQ Capital","Other Investors","","CB Insights","2026-09-09"
"CrowdStrike","CapitalG","Series C","2015-01-01","CB Insights","2026-09-09"
"CrowdStrike","CapitalG","Series D","2017-01-01","CB Insights","2026-09-09"
"CrowdStrike","CapitalG","Series E","2018-01-01","CB Insights","2026-09-09"
"CrowdStrike","March Capital","Series D","2017-01-01","CB Insights","2026-09-09"
"CrowdStrike","March Capital","Series E","2018-01-01","CB Insights","2026-09-09"
"CrowdStrike","ESO Fund","Series B","2013-09-09","CB Insights","2026-09-09"
"CrowdStrike","Section 32","Other Investors","","CB Insights","2026-09-09"
"CrowdStrike","AWS & CrowdStrike Cybersecurity Accelerator","Other Investors","","CB Insights","2026-09-09"
"CrowdStrike","Cloud Native Computing Foundation Incubator","Other Investors","","CB Insights","2026-09-09"
"CrowdStrike","AWS Startups: Building with Llama","Other Investors","","CB Insights","2026-09-09"
"DIMERIX","Springboard Enterprises","Other Investors","","CB Insights","2026-09-09"
"Equinix","Benchmark","Unattributed VC","1998-01-01","CB Insights","2026-09-09"
"Equinix","Benchmark","Series B","1999-01-01","CB Insights","2026-09-09"
"Equinix","Benchmark","Series C","2000-01-01","CB Insights","2026-09-09"
"Equinix","WarnerMedia Investments","Series B","1999-12-01","CB Insights","2026-09-09"
"Equinix","Crosslink Capital","PIPE","2003-04-30","CB Insights","2026-09-09"
"Equinix","ArrowPath Venture Partners","Series B","1999-12-01","CB Insights","2026-09-09"
"Equinix","Microsoft","Series B","1999-12-01","CB Insights","2026-09-09"
"Equinix","Cisco","Unattributed VC","1998-01-01","CB Insights","2026-09-09"
"Equinix","Cisco","Series B","1999-01-01","CB Insights","2026-09-09"
"Equinix","Cisco","Series C","2000-01-01","CB Insights","2026-09-09"
"Equinix","Carlyle","Series B","1999-12-01","CB Insights","2026-09-09"
"Equinix","Western Technology Investment","Series A","1999-01-01","CB Insights","2026-09-09"
"Equinix","Dell Technologies Capital","Series B","1999-12-01","CB Insights","2026-09-09"
"Equinix","Temasek","Series B","1999-12-01","CB Insights","2026-09-09"
"Equinix","Comdisco Ventures","Series B","1999-12-01","CB Insights","2026-09-09"
"Equinix","Ameriprise Financial","Series C","2000-06-01","CB Insights","2026-09-09"
"Equinix","Capital Group","Series C","2000-06-01","CB Insights","2026-09-09"
"Equinix","Royal Veterinary College","Series B","1999-01-01","CB Insights","2026-09-09"
"Equinix","Royal Veterinary College","Series C","2000-01-01","CB Insights","2026-09-09"
"Equinix","Enron","Series B","1999-12-01","CB Insights","2026-09-09"
"Equinix","Artemis Ventures","Series B","1999-01-01","CB Insights","2026-09-09"
"Equinix","Artemis Ventures","Series C","2000-01-01","CB Insights","2026-09-09"
"Equinix","Northpoint Communications Group","Series B","1999-12-01","CB Insights","2026-09-09"
"Equinix","PCCW","Series B","1999-12-01","CB Insights","2026-09-09"
"Equinix","Putnam Trust Company","Series C","2000-06-01","CB Insights","2026-09-09"
"Equinix","STT Communications","PIPE","2003-04-30","CB Insights","2026-09-09"
"Equinix","ePartners","Series B","1999-12-01","CB Insights","2026-09-09"
"Everspin Technologies","Sigma Partners","Series A","2008-01-01","CB Insights","2026-09-09"
"Everspin Technologies","Sigma Partners","Series B","2012-01-01","CB Insights","2026-09-09"
"Everspin Technologies","Sigma Partners","Series B - II","2013-01-01","CB Insights","2026-09-09"
"Everspin Technologies","Sigma Partners","Series B - III","2014-01-01","CB Insights","2026-09-09"
"Everspin Technologies","Threshold Ventures","Series A","2008-01-01","CB Insights","2026-09-09"
"Everspin Technologies","Threshold Ventures","Series B - II","2013-01-01","CB Insights","2026-09-09"
"Everspin Technologies","Threshold Ventures","Series B - III","2014-01-01","CB Insights","2026-09-09"
"Everspin Technologies","New Venture Partners","Series A","2008-01-01","CB Insights","2026-09-09"
"Everspin Technologies","New Venture Partners","Series B","2012-01-01","CB Insights","2026-09-09"
"Everspin Technologies","New Venture Partners","Series B - II","2013-01-01","CB Insights","2026-09-09"
"Everspin Technologies","New Venture Partners","Series B - III","2014-01-01","CB Insights","2026-09-09"
"Everspin Technologies","Lux Capital","Series A","2008-01-01","CB Insights","2026-09-09"
"Everspin Technologies","Lux Capital","Series B","2012-01-01","CB Insights","2026-09-09"
"Everspin Technologies","Lux Capital","Series B - II","2013-01-01","CB Insights","2026-09-09"
"Everspin Technologies","Lux Capital","Series B - III","2014-01-01","CB Insights","2026-09-09"
"Everspin Technologies","EPIC Ventures","Series A","2008-01-01","CB Insights","2026-09-09"
"Everspin Technologies","EPIC Ventures","Series B - II","2013-01-01","CB Insights","2026-09-09"
"Everspin Technologies","EPIC Ventures","Series B - III","2014-01-01","CB Insights","2026-09-09"
"Everspin Technologies","GlobalFoundries","Series B - III","2014-12-17","CB Insights","2026-09-09"
"Everspin Technologies","Western Digital Capital","Series B - III","2014-12-17","CB Insights","2026-09-09"
"Evonik","Temasek","Private Equity - II","2013-03-11","CB Insights","2026-09-09"
"Evonik","CVC","Private Equity","2008-06-03","CB Insights","2026-09-09"
"Faraday Future","The9","Corporate Minority","2020-07-07","CB Insights","2026-09-09"
"Faraday Future","Yorkville Advisors","PIPE - V","2022-11-14","CB Insights","2026-09-09"
"Faraday Future","BNP Paribas","PIPE - III","2021-08-30","CB Insights","2026-09-09"
"Faraday Future","Ares Capital Corporation","Debt - II","2021-03-26","CB Insights","2026-09-09"
"Faraday Future","Palantir","PIPE - II","2021-01-01","CB Insights","2026-09-09"
"Faraday Future","Palantir","Corporate Minority - P2P","2024-01-01","CB Insights","2026-09-09"
"Faraday Future","Geely Holding Group","Corporate Minority - II","2021-01-01","CB Insights","2026-09-09"
"Faraday Future","Geely Holding Group","PIPE","2021-01-01","CB Insights","2026-09-09"
"Faraday Future","Jia Yueting","Angel","2015-11-09","CB Insights","2026-09-09"
"Faraday Future","Innovatus Capital Partners","Loan","2017-08-04","CB Insights","2026-09-09"
"Faraday Future","ATW Partners","Bridge - III","2020-01-01","CB Insights","2026-09-09"
"Faraday Future","ATW Partners","PIPE - IV","2022-01-01","CB Insights","2026-09-09"
"Faraday Future","Evergrande New Energy Vehicle Group","Secondary Market","2018-01-01","CB Insights","2026-09-09"
"Faraday Future","Evergrande New Energy Vehicle Group","Bridge","2018-01-01","CB Insights","2026-09-09"
"Faraday Future","Season Smart","Debt","2018-04-19","CB Insights","2026-09-09"
"Faraday Future","Birch Lake","Bridge - II","2019-01-01","CB Insights","2026-09-09"
"Faraday Future","Birch Lake","Bridge - III","2020-01-01","CB Insights","2026-09-09"
"Faraday Future","Birch Lake","Debt - II","2021-01-01","CB Insights","2026-09-09"
"Faraday Future","Property Solutions Acquisition","Reverse Merger","2021-07-22","CB Insights","2026-09-09"
"Flagship Pioneering","Steve Blank","Other Investors","","CB Insights","2026-09-09"
"Flagship Pioneering","Modi Ventures","Unattributed VC","2024-01-01","CB Insights","2026-09-09"
"Genentech","Kleiner Perkins","Seed VC","1976-01-02","CB Insights","2026-09-09"
"Genentech","Mayfield","Series A","1979-01-02","CB Insights","2026-09-09"
"Genentech","InnoVen Capital","Series A","1979-01-02","CB Insights","2026-09-09"
"Genentech","Roche","Corporate Majority - P2P","1990-01-01","CB Insights","2026-09-09"
"Genentech","Roche","Acq - P2P","2009-01-01","CB Insights","2026-09-09"
"Genentech","Puget Sound Venture Club","Other Investors","","CB Insights","2026-09-09"
"Genentech","H&Q Asia Pacific","Series A","1979-01-02","CB Insights","2026-09-09"
"Genentech","Lubrizol","Corporate Minority","1979-01-01","CB Insights","2026-09-09"
"Genentech","Roche Venture Fund","Other Investors","","CB Insights","2026-09-09"
"Genentech","Sofinnova Ventures","Series A","1979-01-02","CB Insights","2026-09-09"
"Genentech","Angel Bridge","Other Investors","","CB Insights","2026-09-09"
"Genentech","Nucleate Activator Program","Other Investors","","CB Insights","2026-09-09"
"HANMI Semiconductor","Crescendo Equity Partners","Other Investors","","CB Insights","2026-09-09"
"Hang Seng Bank","HSBC","Take Private","2026-01-27","CB Insights","2026-09-09"
"Heven AeroTech","IonQ","Series B","2025-11-24","CB Insights","2026-09-09"
"Heven AeroTech","Texas Venture Partners","Series B","2025-11-24","CB Insights","2026-09-09"
"Heven AeroTech","Oracle Defense Ecosystem","Incubator/Accelerator","2025-10-14","CB Insights","2026-09-09"
"Humain","Infra","Debt","2026-01-21","CB Insights","2026-09-09"
"Hyundai","Public","IPO","1974-06-28","CB Insights","2026-09-09"
